"","id","prcp_avg","tmax_avg","tmin_avg"
"1","Albion",17.1842723004695,52.6060606060606,-40.6
"2","Alpena",16.75,-21,-57
"3","Ann Arbor",23.0538057742782,63.0752212389381,-31.8407079646018
"4","Big Rapids",21.2503912363067,62.754303599374,-34.6982622432859
"5","Charlevoix County",28.3736677115987,222.885793871866,94.7137883008357
"6","East Lansing",22.0750721847931,65.4458204334365,-32.4006211180124
"7","Fremont",31.3165760869565,51.1151832460733,-33.8147174770039
"8","Grand Rapids",25.0662701784197,43.1231884057971,-44.5898673100121
"9","Grand Rapids",23.0537974683544,46.5194384449244,-47.7062634989201
"10","Grand Rapids",25.8362068965517,52.8122009569378,-51.8205741626794
"11","Grand Rapids",24.8269387755102,56.9011815252417,-44.1474358974359
"12","Hart",13.4726609963548,56.2389078498294,-43.4863325740319
"13","Hudsonville",24.6825164594001,61.3291404612159,-22.2589098532495
"14","Hudsonville",24.6825164594001,61.3291404612159,-22.2589098532495
"15","Hudsonville",23.6214405360134,55.2728351126928,-36.7271648873072
"16","Kalamazoo",22.7409420289855,47.87826871055,-33.9936766034327
"17","Mt. Pleasant",21.1763959390863,216.787790697674,80.0668604651163
"18","Muskegon",28.9715189873418,53.6024844720497,-39.0149625935162
"19","Otsego",29.2769987699877,118.123991195891,14.8233995584989
"20","Richmond",11.4772058823529,97.6801181102362,-3.78543307086614
"21","Springfield",14.5003909304144,48.5294650951949,-55.1887477313975
"22","Tawas City",17.3959731543624,43.4630872483221,-48.9697986577181
"23","Williamston",39.5636462683857,238.794676806084,116.592145015106
"24","Wyoming",24.596991290578,59.9080325960419,-35.6984866123399
"25","Ypsilanti",19.8695652173913,52.9365904365904,-47.4745762711864
